,song,name,trackid,trackuri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clust
1412,Slapeloze Nachten,The Opposites,652hWPdOUIkKv3a4HJDzBv,spotify:track:652hWPdOUIkKv3a4HJDzBv,0.808,0.645,8,-6.928,1,0.0572,0.353,0.000931,0.152,0.81,111.962,229160,4
1413,Pride and Joy,Stevie Ray Vaughan,1a2iF9XymafjRk56q7oCxo,spotify:track:1a2iF9XymafjRk56q7oCxo,0.427,0.626,8,-11.821,1,0.0385,0.0274,0.00395,0.106,0.743,126.877,219587,4
1414,Ode To My Family,The Cranberries,1AWXiUQjoQfcmqaBEtaOoL,spotify:track:1AWXiUQjoQfcmqaBEtaOoL,0.364,0.45,7,-10.117,1,0.0234,0.0598,1.57e-06,0.282,0.139,94.188,270707,1
1415,Down On The Corner,Creedence Clearwater Revival,2gE95JskwQ1pCACTpGe1Db,spotify:track:2gE95JskwQ1pCACTpGe1Db,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,166280,4
1416,Fairytale of New York (feat. Kirsty MacColl),The Pogues,3VTNVsTTu05dmTsVFrmGpK,spotify:track:3VTNVsTTu05dmTsVFrmGpK,0.271,0.551,2,-7.48,1,0.0457,0.582,4.16e-05,0.256,0.428,78.111,272467,1
1417,Nederwiet,Doe Maar,41X5bGfb7NIZ67jxYJDbwD,spotify:track:41X5bGfb7NIZ67jxYJDbwD,0.775,0.705,4,-9.344,0,0.192,0.455,2.39e-05,0.0551,0.61,130.663,414040,3
1418,As,George Michael,7r3KzVwHtr2iMZtqJvFn9A,spotify:track:7r3KzVwHtr2iMZtqJvFn9A,0.666,0.736,8,-8.168,0,0.193,0.135,0.0,0.203,0.766,93.198,282040,3
1419,The Promise You Made,Various Artists,01m6wYrCrH6lgH0JAJpkK5,spotify:track:01m6wYrCrH6lgH0JAJpkK5,0.71,0.414,0,-13.735,1,0.0382,0.381,0.0376,0.151,0.647,117.017,226587,1
1420,Cocaine,Eric Clapton,2udGjDmpK1dH9VGyw7nrei,spotify:track:2udGjDmpK1dH9VGyw7nrei,0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.267,221640,4
1421,Afscheid Nemen Bestaat Niet,Marco Borsato,665yCPVrGYYGvlnZLvbKh2,spotify:track:665yCPVrGYYGvlnZLvbKh2,0.403,0.404,0,-8.84,1,0.03,0.03,0.0,0.0889,0.219,127.571,240173,2
1422,The Next Episode,Dr. Dre,2eknDuc5IeulN0hnwEZsjF,spotify:track:2eknDuc5IeulN0hnwEZsjF,0.923,0.912,10,-2.399,0,0.266,0.0308,0.0,0.111,0.287,95.305,161507,5
1423,She Flies On Strange Wings,Golden Earring,1rYvwQhTKG8l1yzlJcJB2P,spotify:track:1rYvwQhTKG8l1yzlJcJB2P,0.319,0.698,4,-8.104,1,0.0426,0.019,0.0372,0.112,0.254,130.553,442840,2
1424,Broken Wings,Mr. Mister,63nVsCAdxu9OdeRhe58wiE,spotify:track:63nVsCAdxu9OdeRhe58wiE,0.286,0.473,1,-15.646,0,0.0388,0.115,4.23e-05,0.071,0.449,99.233,345840,1
1425,Pamela,TOTO,3LFdvM7nIV8t02zyhYLvJo,spotify:track:3LFdvM7nIV8t02zyhYLvJo,0.583,0.414,5,-16.409,1,0.0289,0.13,0.000616,0.064,0.532,97.542,309533,1
1426,Resistance,Muse,1C2QJNTmsTxCDBuIgai8QV,spotify:track:1C2QJNTmsTxCDBuIgai8QV,0.467,0.774,9,-6.569,0,0.0485,0.0616,0.289,0.108,0.0916,135.006,346693,2
1427,Madness,Muse,0c4IEciLCDdXEhhKxj4ThA,spotify:track:0c4IEciLCDdXEhhKxj4ThA,0.502,0.417,10,-7.665,1,0.0718,0.127,0.00419,0.106,0.218,180.301,281040,2
1428,Baby Can I Hold You,Tracy Chapman,2DjWsDGgL1xNbhnr7f6t5F,spotify:track:2DjWsDGgL1xNbhnr7f6t5F,0.692,0.422,2,-10.533,1,0.0333,0.0811,0.0,0.0848,0.468,74.375,193120,4
1429,Take Five,The Dave Brubeck Quartet,1YQWosTIljIvxAgHWTp7KP,spotify:track:1YQWosTIljIvxAgHWTp7KP,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,324133,1
1430,Fluorescent Adolescent,Arctic Monkeys,2x8evxqUlF0eRabbW2JBJd,spotify:track:2x8evxqUlF0eRabbW2JBJd,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,183893,3
1431,In Dreams,Roy Orbison,5YsyqcewwE0c1ukzHVciS3,spotify:track:5YsyqcewwE0c1ukzHVciS3,0.495,0.435,0,-9.99,1,0.0286,0.67,0.00038,0.13,0.71,108.189,169160,1
1432,One Love / People Get Ready - Medley,Bob Marley & The Wailers,2HcyIzVsX45jLIxK7SH2aI,spotify:track:2HcyIzVsX45jLIxK7SH2aI,0.725,0.523,10,-9.593,1,0.324,0.0783,0.0,0.0665,0.95,76.292,172933,5
1433,The Saints Are Coming,U2,2OqCyO684ShnEOqFQieN3Z,spotify:track:2OqCyO684ShnEOqFQieN3Z,0.298,0.815,11,-7.004,0,0.0438,0.0613,0.00136,0.108,0.113,152.155,202413,2
1434,Moondance,Van Morrison,6AtVq5aNZZk1ZqzF1IiXCT,spotify:track:6AtVq5aNZZk1ZqzF1IiXCT,0.646,0.327,9,-10.507,0,0.033,0.43,1.13e-05,0.219,0.523,134.687,271867,1
1435,You Oughta Know,Alanis Morissette,17ZAZ24Eyh5fKqQ06u4R3d,spotify:track:17ZAZ24Eyh5fKqQ06u4R3d,0.641,0.861,4,-6.9,1,0.0697,0.228,0.0,0.868,0.473,105.316,249760,2
1436,You've Got a Friend,James Taylor,69l8nFPu0LWmnoJX7YSVYc,spotify:track:69l8nFPu0LWmnoJX7YSVYc,0.695,0.282,9,-15.359,1,0.0295,0.681,0.0267,0.0767,0.445,91.681,268707,1
1437,Sledgehammer,Peter Gabriel,029NqmIySn1kOY305AAhxT,spotify:track:029NqmIySn1kOY305AAhxT,0.657,0.685,1,-5.203,1,0.0334,0.0246,0.0,0.037,0.424,96.458,313533,4
1438,School's Out,Alice Cooper,5Z8EDau8uNcP1E8JvmfkZe,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,210107,2
1439,Love Me Tender,Elvis Presley,7iBBcw61QVJxI3NDzlpX2E,spotify:track:7iBBcw61QVJxI3NDzlpX2E,0.439,0.0529,9,-16.253,1,0.039,0.881,0.0,0.106,0.314,109.382,162067,1
1440,Hymn for the Weekend,Coldplay,3RiPr603aXAoi4GHyXx0uy,spotify:track:3RiPr603aXAoi4GHyXx0uy,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267,3
1441,Supermarket Flowers,Ed Sheeran,4VuS959DSpr82t3qBqCrWG,spotify:track:4VuS959DSpr82t3qBqCrWG,0.589,0.242,6,-10.517,1,0.0442,0.914,0.0,0.0887,0.257,89.749,221107,1
1442,Epic,Faith No More,4ReyTz0y3TGkX48wO3Llot,spotify:track:4ReyTz0y3TGkX48wO3Llot,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,293653,2
1443,Barracuda,Heart,4KfSdst7rW39C0sfhArdrz,spotify:track:4KfSdst7rW39C0sfhArdrz,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,261933,3
1444,Fake Plastic Trees,Radiohead,045sp2JToyTaaKyXkGejPy,spotify:track:045sp2JToyTaaKyXkGejPy,0.454,0.229,2,-12.592,1,0.0297,0.167,0.102,0.202,0.134,73.552,290707,1
1445,Memory,Barbra Streisand,0I3cUqffwmH2mMUHIfpC0l,spotify:track:0I3cUqffwmH2mMUHIfpC0l,0.18,0.24,10,-14.889,1,0.0412,0.416,0.000696,0.105,0.119,75.535,235160,1
1446,Burning Heart,Vandenberg,6mVJRgyXJ3eAy6EViECJyW,spotify:track:6mVJRgyXJ3eAy6EViECJyW,0.433,0.546,11,-10.331,1,0.042,0.127,0.0,0.182,0.486,125.219,250693,2
1447,Frozen,Madonna,0YT8MKXuaRdhOnDG9Jm1Dv,spotify:track:0YT8MKXuaRdhOnDG9Jm1Dv,0.591,0.736,1,-7.722,1,0.0336,0.511,0.00304,0.179,0.29,108.011,378840,2
1448,Here Without You,3 Doors Down,3NLrRZoMF0Lx6zTlYqeIo4,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,238733,2
1449,Jumpin' Jack Flash - Mono,The Rolling Stones,55LRDFmsuazr533WrtHHW9,spotify:track:55LRDFmsuazr533WrtHHW9,0.596,0.901,3,-7.373,1,0.0482,0.0362,0.749,0.0698,0.621,137.359,219467,0
1450,Stuck In The Middle With You,Various Artists,1b7LMtXCXGc2EwOIplI35z,spotify:track:1b7LMtXCXGc2EwOIplI35z,0.795,0.564,7,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,203893,4
1451,Born On The Bayou,Creedence Clearwater Revival,587bVBCHYW5Q2VNRLig4AS,spotify:track:587bVBCHYW5Q2VNRLig4AS,0.656,0.601,9,-7.734,1,0.0389,0.0553,0.0667,0.0974,0.576,117.296,315200,4
1452,Pain,The War On Drugs,59P1nrdEImkAKa1nyW9X2e,spotify:track:59P1nrdEImkAKa1nyW9X2e,0.523,0.833,7,-4.374,0,0.0405,0.00387,0.000339,0.0841,0.482,115.975,330760,3
1453,"Theme From New York, New York",Frank Sinatra,4ODWgs1CVAZKDbryEodjiz,spotify:track:4ODWgs1CVAZKDbryEodjiz,0.407,0.589,2,-5.32,1,0.03,0.547,0.0,0.281,0.559,109.009,204147,1
1454,I Heard It Through The Grapevine,Marvin Gaye,37j56IWzpplKE5zrlQRmxc,spotify:track:37j56IWzpplKE5zrlQRmxc,0.724,0.346,3,-11.256,0,0.0366,0.199,0.0,0.111,0.637,117.188,196707,3
1455,Zij,Marco Borsato,54iCdVRWMgmy22pJj0FwHN,spotify:track:54iCdVRWMgmy22pJj0FwHN,0.247,0.395,7,-9.319,1,0.038,0.448,0.0,0.0949,0.111,58.12,245200,1
1456,Roadhouse Blues,The Doors,1Q5kgpp4pmyGqPwNBzkSrw,spotify:track:1Q5kgpp4pmyGqPwNBzkSrw,0.623,0.633,9,-8.212,1,0.0304,0.336,4.6e-05,0.147,0.895,121.119,243827,4
1457,SOS,ABBA,6yZv0Nl6BXABbXoPVpfF5y,spotify:track:6yZv0Nl6BXABbXoPVpfF5y,0.415,0.713,5,-5.55,1,0.0278,0.251,0.00197,0.289,0.579,125.056,202387,2
1458,Lessons In Love,Level 42,3EGI5qmVmGlfgy9BmNb1R8,spotify:track:3EGI5qmVmGlfgy9BmNb1R8,0.709,0.839,7,-8.403,1,0.0367,0.159,0.00209,0.301,0.864,113.186,246013,4
1459,Children,Various Artists,3boi65u59Ex9jbhLXcXwre,spotify:track:3boi65u59Ex9jbhLXcXwre,0.604,0.768,0,-9.066,1,0.0331,0.000288,0.716,0.0789,0.432,137.056,246707,0
1460,Jerusalem,Anouk,0bXXS6vDPI1JdQp3Xo7E2D,spotify:track:0bXXS6vDPI1JdQp3Xo7E2D,0.606,0.836,7,-7.151,1,0.0417,0.000502,5.36e-06,0.0846,0.542,131.996,235760,4
1461,Friends Will Be Friends - Remastered 2011,Queen,3EGlnkJGcwz73rT0oE0X1X,spotify:track:3EGlnkJGcwz73rT0oE0X1X,0.447,0.531,7,-7.721,1,0.0269,0.0377,1.28e-05,0.336,0.339,75.051,246907,2
1462,Save a Prayer - 2009 Remaster,Duran Duran,1ff8lsrJ2kuZuofMw81EQo,spotify:track:1ff8lsrJ2kuZuofMw81EQo,0.572,0.706,9,-8.707,0,0.0283,0.35,0.0,0.159,0.671,113.595,333307,3
1463,Nutbush City Limits,Tina Turner,06yREZ9X92R2e9RJpdzZ2O,spotify:track:06yREZ9X92R2e9RJpdzZ2O,0.622,0.886,2,-5.846,1,0.0322,0.089,0.153,0.0292,0.921,153.079,181533,4
1464,Gaia,Valensia,7DGLCAl6rlruZgJamCBj7A,spotify:track:7DGLCAl6rlruZgJamCBj7A,0.383,0.326,4,-12.509,0,0.0281,0.736,6.31e-05,0.213,0.199,174.449,331227,1
1465,Don't Go Breaking My Heart,Elton John,7HW5WIw7ZgZORCzUxv5gW5,spotify:track:7HW5WIw7ZgZORCzUxv5gW5,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,275440,4
1466,Mull Of Kintyre,Paul McCartney,7t4c2dRPcikOFVODa0qlQu,spotify:track:7t4c2dRPcikOFVODa0qlQu,0.346,0.303,2,-13.604,1,0.0271,0.00128,0.0,0.116,0.43,91.715,283627,1
1467,The Man Who Sold the World - 2015 Remaster,David Bowie,4mWahKerLaVddUjb8d1Q4Q,spotify:track:4mWahKerLaVddUjb8d1Q4Q,0.474,0.387,2,-14.416,0,0.0305,0.642,0.00557,0.143,0.545,118.486,241347,1
