,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,-1.6586613686352967,-2.831355406839612,1.0558412565491035,-4.918700779027903,-1.3140308781938728,-0.38326378468140415,2.9552578896771458,5.748920769380923,-0.5084201720919412,-1.9736100344867034,0.39555084990412864,-0.5473820608585533
1,0.29235460808810476,-0.21255205233306884,-1.4672335232187028,-0.05667387505729424,0.7610171241748092,-0.6275276635197169,-0.8751513678890115,-0.2576596200165794,-0.03927093042838453,-1.396373645404509,-0.8763247710836759,-0.7116805446695461
2,1.1115311880585073,-0.12662335704912506,1.3361828987455264,0.03852936910905381,-1.3140308781938728,0.09134219751738998,-0.7249779346616044,3.5290723792264287,-0.6212879606660723,1.0254827850466532,-0.4398873149778085,-0.7617206920231481
3,0.40491322212983955,1.5110764824801548,1.0558412565491035,0.667481413659913,0.7610171241748092,-0.18203084822911542,-0.8595574762140192,-0.25823664885627534,-0.875580448176464,1.6104920241590117,-0.19557466910877724,-0.20016383150584507
4,0.29235460808810476,-0.21255205233306884,-1.4672335232187028,-0.05667387505729424,0.7610171241748092,-0.6275276635197169,-0.8751513678890115,-0.2576596200165794,-0.03927093042838453,-1.396373645404509,-0.8763247710836759,-0.7116805446695461
5,0.42367299113679535,-0.11145946964607614,1.0558412565491035,0.02687182900705181,0.7610171241748092,-0.49590360445658466,-0.8344834270691185,-0.2578045359352245,-0.5934109767411363,0.8045702052419862,0.37867185399820735,1.1957837274273937
6,-3.1281766075134994,-2.6337194076865416,-0.906550238825857,-4.664732941091436,-1.3140308781938728,-0.44781019826044016,2.456098577996251,5.261476315756494,-0.5648540663790068,-1.871335691984543,-1.3368905354396734,0.3031135125677371
7,-1.5898755489431255,-2.7297573612391846,-0.906550238825857,-2.767051948772713,0.7610171241748092,-0.10103142726718783,2.8894772051920667,-0.25850276717960546,-0.5546551698211033,-1.2409166448012252,0.48784433392816917,0.4035820497975119
8,-2.565383537304826,-2.451752758849955,-1.18689188102228,-1.229089336744333,0.7610171241748092,-0.46173197373827146,2.9475189856200776,-0.09843654794888088,-0.6824813400134927,-1.8476080445240415,-1.5747473260369955,0.7739941750356684
9,-2.796754021723947,-2.765139765179632,0.7754996143526807,-2.5730371742179696,0.7610171241748092,-0.43641965468766913,2.8739993970779305,0.212473968416971,-0.1888547466109678,-1.861926452474344,-1.672090082340585,-1.1442114735190705
10,-2.390292359906572,-2.5831731163430454,-0.906550238825857,-1.0955827465285504,0.7610171241748092,-0.40477925587441616,2.8856077531635322,-0.25800675951260654,-0.12086210289161167,-2.0276108873278442,-1.5241103383192338,0.8414764771995918
11,-2.434065154256136,-1.5621380312044202,0.21481632995983474,-0.9276586569640005,0.7610171241748092,-0.47945059707369314,2.912693917363271,-0.1531093718013506,0.07631656389452086,-1.9073362605453033,0.26729933400358574,-1.0128848454212411
12,-1.208426912468358,-2.2293490769385715,1.3361828987455264,-2.867806402511443,0.7610171241748092,-0.007375846779959063,2.83530487679259,-0.2583117416504824,3.4011568417710323,-1.0322769860968177,-0.27722861511519675,-0.8422450670749212
13,-2.7092084330248203,-3.2844018161513695,-1.18689188102228,-8.301330331958761,-1.3140308781938728,-0.42629472706742816,2.962996793734214,5.5842435891024,-0.05286945917225575,-1.5681945408081388,1.7930090857304275,1.169713961004382
14,-1.965070929082241,-2.765139765179632,1.0558412565491035,-5.572633266654481,-1.3140308781938728,-0.3744044730136933,2.9591273417056803,5.51837271699099,-0.6818014135762991,-1.4495563035056327,0.2176000682805971,-0.6558886562408176
15,-2.427811897920484,-3.272826715433709,-0.34586695443301113,-5.4444003255324604,-1.3140308781938728,-0.46932566945345217,2.572182138852273,0.16241210561229996,-0.5220187008358125,-2.0227017188877405,0.39811155227447126,4.20298089308855
16,-2.8467800724091625,-2.79546753998573,-0.906550238825857,-4.429639215701066,-1.3140308781938728,-0.5174190756495967,2.7192213159365677,5.669875722847231,-0.0732672522880624,-2.003883239867343,0.38693102079832714,-0.9262204867717704
17,-2.646675869668301,-3.147269727736464,-0.06552531223658818,-5.7896855609346085,0.7610171241748092,-0.4895755246939341,2.912693917363271,6.071688042726828,-0.6063295790478139,-1.942109536996038,0.8379031678231815,2.8718410767193006
18,-1.446050653223131,-2.9380080815743894,-0.906550238825857,-3.3343855670701346,0.7610171241748092,-0.42502911111489805,2.3593622772828997,5.979468821770855,-0.17525621786709655,-1.4822840931063241,0.7790791457664367,0.24617127592398322
19,-1.3522518081883521,-2.603391632880444,-1.4672335232187028,-4.257829279435849,0.7610171241748092,-0.5452626266052593,2.9436495335915436,5.8609012519703185,-0.6987995745061382,-0.8522741432930149,0.329621780425447,0.7064974935190571
20,-2.0213502361031086,-3.0947015847392283,1.3361828987455264,-4.859580397082037,0.7610171241748092,-0.5072941480293557,2.8933466572206004,3.2458276291473696,0.06951729952258524,-1.4904660405064967,-1.9187109669659816,2.6465597581592775
21,-1.4210376278805232,-3.092679733085488,0.21481632995983474,-4.71524894820011,0.7610171241748092,-0.33263914658019944,1.910505841972948,-0.25650687975462977,-0.49482164334807,-0.8522741432930149,0.9571381260816728,3.365527392550109
22,-1.439797396887479,-3.0830759377302237,-0.6262085966294341,-4.813505357631269,0.7610171241748092,-0.5123566118394761,2.9436495335915436,5.755507856592064,-0.46762458586032757,-1.8954724368150526,-2.142465861411135,0.49388438467700035
23,-2.158921875487451,-3.290972834026024,-1.18689188102228,-6.72950534153885,-1.3140308781938728,-0.37187324110863307,2.951388437648612,5.669875722847231,-0.7103583239384287,-1.4086465665047685,-1.7614261354580327,0.08473428329786588
24,-1.1959203997970542,-3.19882694490683,1.3361828987455264,-5.532664557733332,0.7610171241748092,-0.44148211849778957,2.9436495335915436,5.841139990336896,-0.58457193305762,-1.8549717971841972,-0.7117545610009494,1.0690584921896658
25,-1.6086353179500814,-3.2215727760114032,-1.18689188102228,-4.561480443045134,0.7610171241748092,-0.42629472706742816,2.951388437648612,5.636940286791527,-0.3656356202812935,-2.0288381794378703,-1.8229551248073932,1.522295688909646
26,-2.1401621064804948,-2.5174629375965,0.4951579721562577,-3.1631307517621554,0.7610171241748092,-0.16810907275128406,2.5567043307381367,5.287824664601057,0.0355209776629072,-0.9422755646949162,-1.7170646718591387,-1.176234291954838
27,-2.7342214583674282,-3.150807968130509,-1.4672335232187028,-5.464107119514417,0.7610171241748092,-0.39338871230164507,2.9552578896771458,5.913597949659446,-0.8449837585027538,-1.5395577249075338,0.17688129396909225,-1.0468201177644885
28,-1.0208292223988,-3.240780366721932,-0.34586695443301113,-6.275693958996638,-1.3140308781938728,-0.32251421895995847,2.962996793734214,5.953120472926291,-0.7287163377426549,-1.1877339867001016,0.33741208622817886,-0.707855636854587
29,-0.7331794309588114,-3.258471568692156,-0.906550238825857,-5.386945306458308,0.7610171241748092,-0.1858276960867058,2.9668662457627484,5.992642996193137,-0.8395443470052053,-1.6418320674096945,-0.22136202396504454,1.3372765578755093
30,-1.1021215547622751,-1.69861301783186,-0.6262085966294341,-1.8413877525780464,0.7610171241748092,-0.4769193651686329,2.320667756997559,-0.25850276717960546,-0.7089984710640416,0.559111783236801,-0.7746540671119015,3.1552149801381026
31,-1.039588991405756,-3.165971855533558,1.6165245409419493,-7.123641221177959,-1.3140308781938728,-0.3149205232447778,2.9668662457627484,5.847727077548037,-0.6994795009433318,-1.2818263818020894,-1.1498149974823861,0.13631302138906415
32,-1.5961288052787774,-0.4349557342444528,0.4951579721562577,-2.2310826645592496,-1.3140308781938728,-0.5364033149375483,2.50253200233866,5.735746594958641,0.9942172541058276,0.8659348107432826,1.0024373116753402,-0.8721541206655798
33,-1.5836222926074737,-0.4248464759757535,0.21481632995983474,-2.287149881240306,0.7610171241748092,-0.39971679206429567,2.494793098281592,5.45250184487958,-0.40643120651290715,-0.631361563488348,-1.2983357349622606,-1.1994281878402864
34,-1.9087916220613736,-2.6741564407613385,0.4951579721562577,-3.261942282150552,-1.3140308781938728,-0.40098240801682583,2.0381977589145723,-0.14915711947466603,-0.5832120801832329,-1.9077453579153119,0.7453932864157318,1.3186840548501624
35,-1.7337004446631197,-0.8393260649924229,0.4951579721562577,-2.209432947226961,0.7610171241748092,-0.45160704611803054,2.3245372090260927,5.735746594958641,-0.27044591907419513,-0.2713558778807428,1.302941144769637,-0.9519163900248987
36,-1.796233008019639,-2.982994280870101,-0.6262085966294341,-4.9461792664111925,0.7610171241748092,-0.41237295158959686,2.587659946966409,-0.2580950264812359,-0.5961306824899105,-0.795000511491805,-1.3524711470451387,-1.6704957818931592
37,-3.0343777624787207,-3.26908628987429,0.4951579721562577,-6.346471881044504,-1.3140308781938728,-0.19342139180188644,2.897216109249135,-0.2326155144398216,-0.33163929842161544,-2.0259744978478094,-1.462509216508737,1.0953151901976188
38,-0.2641852057849172,-2.4315342423125563,-0.34586695443301113,-1.9615714398201127,0.7610171241748092,-0.43641965468766913,2.5296181665383988,5.65670154842495,-0.49482164334807,-0.6272705897882617,-0.2800057148689486,-0.6666300326986166
39,-0.8770043266788059,-2.598337003746094,-0.06552531223658818,-3.5950148564934605,0.7610171241748092,-0.2934050520517658,2.4986625503101263,4.839902734243474,0.07631656389452086,-1.4822840931063241,-0.31138333546328845,0.6309627538499564
